Account,Date,Issue
31241211,1/18/2010,Ped Issue -- port 1 is broken
1011802,1/18/2010,CBS Priority Reverse Tilt and Intermittant no sync on mdm and mta
59702801,1/18/2010,HD0000020488952
34076601,1/18/2010,LINE PROBLEM - TX LEVEL HIGH AT TAP ! WAS NOT AWARE OF OTHER CHANNELS 110 / 2 FOR LEVELS AT TIME TC WAS DONE
36464705,1/18/2010,line problem low levels on high end
2246501,1/18/2010,carl manger
49794101,1/18/2010,line problem [w.o.#44241859]
35872805,1/18/2010,Other
8826405,1/19/2010,line problem 8826405
25242304,1/19/2010,"[WO# ] Cant hear/be heard on calls to Iran. All other long dist/local calls, no problem"
19900,1/19/2010,rideout 01/15/10 wo#3206977
31172101,1/19/2010,line problem --
50434108,1/19/2010,Line problem 44245004
50554612,1/19/2010,line problem
28016602,1/19/2010,Line Problem Low MER on 99
4982201,1/19/2010,"line problem, DQI low, s/n at tap 31"
7690510,1/19/2010,line problem modem no sync
33352601,1/19/2010,Line problem - Low levels Ch.2/squirrel chew
6621602,1/19/2010,Low Level on 132 [44249624]
4543712,1/19/2010,Line Problem - Next Level
61102203,1/19/2010,Line Problem - upstream to low
0,1/19/2010,rideout 01/19/10 wo#3211800
0,1/19/2010,rideout 01//19/10 wo#3211801
46884309,1/19/2010,"Plant Damage ""broken tap port"" regal wide body 14-8"
55811701,1/19/2010,line problem
4268102,1/19/2010,line problem -
49967202,1/19/2010,line problem--low levels and snr on ch 132
40193302,1/19/2010,line problem
29813701,1/19/2010,Ped Issue -- port 1 is broken
61118301,1/19/2010,main line low fdc off tap channel 99 low with errors
54468901,1/19/2010,Line Problem 44247460
62108101,1/19/2010,Line Problem -High Transmit...
2110904,1/19/2010,Line Problem
53665301,1/19/2010,freq 519 to high off of tap that freq levels flucate fro 13- 17
12439310,1/19/2010,lp - node M01
39119906,1/19/2010,line problem low and changing levels
0,1/21/2010,rideout 01/21/10 wo#3219289
14038701,1/21/2010,rideout 01/21/10 wo#3219290
44808001,1/20/2010,wo # 44248914
38905201,1/20/2010,Line Problem
5695803,1/20/2010,Line Problem
1996203,1/20/2010,Line Problem
8063606,1/20/2010,Line Problem
62051201,1/20/2010,HD0000020493282
34233901,1/20/2010,line problem - black screen ......low levels out of tap........see system log for addresses and attachment for comm pt
15471603,1/20/2010,line problem
40920803,1/20/2010,ped has no lid
564511-01,1/20/2010,Other
34462802,1/20/2010,DAILY DRIVEOUT 01/20/10 WO 3215681 ( 3905 Deason Dr )
40437211,1/20/2010,Line problem tap was cut in backwards
22963302,1/20/2010,HD0000020494426
36551603,1/20/2010,line problem
22299116,1/20/2010,Line Problem [wo# 44254048]
16340701,1/20/2010,Line Problem -Digital Tiling
55572002,1/20/2010,LP
17556102,1/20/2010,LP
53177001,1/20/2010,CBS Priority Noise in Node Packet Loss HD0000020494935
44791706,1/20/2010,LINE PROBLEM....[WO# 44255268]
40358402,1/20/2010,Line Problem (WO# 44250465)
59715001,1/20/2010,line prob
13183304,1/20/2010,LP
23740415,1/20/2010,LINE PROBLEM- HSI -7 OFF TAP ON 99 WILL NOT COMPLETE CABLE MODEM TEST..
39151501,1/20/2010,Line Problem
62372101,1/20/2010,low levels on 99
39957901,1/20/2010,lp
44068502,1/20/2010,Line Problem - WO#44253596 DQI Test shows cust signal dropin off. chan 94 was one i caught but many others doing it as well.
46292806,1/20/2010,wo # 44230011
60255501,1/21/2010,Other - dead tap
55713501,1/21/2010,**PRIORITY** 7-11 store. no sync on mdm. meter will not sync at tap. see logs for BER remedy#HD0000020496040 HD0000020496490
16602904,1/21/2010,Return Noise with file FROM NODE REPORT
60359901,1/21/2010,LINE PROBLEM TAP NEEDS TO BE WHAT MAP SAYS 23/8
41709003,1/21/2010,POssible Area Issue KA09 Multiple Tiling Calls See system log
9604904,1/21/2010,Possible Cut...OKC water dept reported...Nothing down in edgehealth.
60610201,1/21/2010,MTA and modem no sync. HD0000020496021 HD0000020496040 HD0000020496490 HD0000020496636
22092501,1/21/2010,Line problem errors on hsi freq have saved to meter causing slow hsi has premier only gets 4-5 meg download same on my laptop
52937703,1/21/2010,Burned Tap / see comments in Measurements before tab
19514210,1/21/2010,LINE PROBLEM DIG TILLING NO PED ALL JACKED UP
29428301,1/21/2010,Return Noise with file
17493103,1/21/2010,line prob.........
8944802,1/21/2010,HD0000020496720
34061903,1/21/2010,DAILY DRIVEOUT 01/21/10 WO 3219243 (1313 RIDGECREST RD)
13538916,1/21/2010,line problem --
17412204,1/21/2010,low lvs and signal noise on 132.
40030201,1/21/2010,line problem dead tap
36714308,1/21/2010,Line Problem -all serices out
0,1/21/2010,DAILY DRIVEOUT 01/21/10 WO 3219244
34363606,1/21/2010,dqi
34653102,1/21/2010,lp....
20330509,1/21/2010,50 mvl leak is coming from amp at 6903 nw 14th st #20. approved by robert sandlin
17817802,1/21/2010,"LINE PROBLEM LOW MER OFF TAP REPEAT ESCALATE, STATIC"
59568601,1/21/2010,cable coming out of ground
16739915,1/21/2010,low levels on higher frequencies/reverse tilt. appartment.
24440115,1/21/2010,Low Rf off Tap
46270903,1/21/2010,Line Problem -- low signals on high end of spectrum
44387906,1/21/2010,Loses Sync
36679007,1/21/2010,lp44261641
55075203,1/21/2010,tx
43421909,1/21/2010,Line Problem Low mer and level on 117Mhz
6547302,1/22/2010,Video issue CBS
59689201,1/22/2010,Intermittent noise.....see attachments
18952401,1/22/2010,199 uVm DAILY DRIVEOUT 01/22/10 WO 3223243
2811405,1/22/2010,108 uVm DAILY DRIVEOUT 01/22/10 WO 3223244 ( 142 Fred Jones Ave )
52766401,1/22/2010,CBS Priority
37397703,1/22/2010,line problem high tx out of tap
41625507,1/22/2010,"Line Problem, Black screen on Discovery Channels. Frequency, 717"
0,1/22/2010,DAILY DRIVEOUT 01/22/10 WO 3223245
0,1/22/2010,DAILY DRIVEOUT 01/22/10 WO 3223246
6205701,1/22/2010,CBS Tap Swap after 5PM change from 17x2 to 17x8
61890501,1/22/2010,*priority* slow intarnet/latency. two cust off same tap have same issue. tx @ tap=47 remedy # HD0000020481508
42439504,1/22/2010,line problem - ALL SVCS OUT!!
51788301,1/22/2010,"Other - packet loss, noise in node JC04 CBSPriority"
2246501,1/22/2010,Line Problem - no mer on frq 579 or channel 132 at tap
38318609,1/22/2010,Line Problem
52922602,1/22/2010,"Line Problem - bad rev tilt out of tap. no dial tone, no picture. need FNT out ASAP"
9793902,1/22/2010,"reverse tilt, intermit no service when windy"
50640002,1/22/2010,Line Problem - Work Order: 44263778
58050902,1/22/2010,LINE PROBLEM LOW HANGING MAIN LINE NEEDS SQUAIR NUT AT THREE BOLT CLAMP TECH USED ZIP TIE
20422610,1/22/2010,line problem/ data losing sync
4465801,1/22/2010,Line Problem--Low Signal w/o#44263652
30512205,1/22/2010,Line Problem- Pre and Post bit errors on 579.00 and 99.00.
60113301,1/22/2010,*PRIORITY* intermit internet. inermit noise according to SOC. cust is online at this time. remedy ticket HD0000020499067
17978503,1/22/2010,Line Problem next level
36715211,1/22/2010,Line Problem / partially dead tap only on two ports and those cust's have no service
41435902,1/22/2010,LINE PROBLEM FLASHING ON ANALOG TV PRE AND POST ERROS ON 99 113
9133902,1/22/2010,TAP change request see attachment and system log..**Per QC so no WO #**
38292804,1/22/2010,Line Problem Low Mer channel 107
14021702,1/22/2010,Line Problem WO # 44245814
43378817,1/22/2010,Line Problem - broken tap port
12950510,1/22/2010,Line Problem - Reverse tilt and noise at tap.
13968212,1/22/2010,Line Problem high levels out of tap [wo # 44265906]
42396203,1/22/2010,-2.833333333
17743806,1/22/2010,Dead at the tap.... [WO# 44259370]
56246701,1/22/2010,"lline issues, CBS, customer ok with tomorrow truckroll, HD0000020500830, please call 405-323-1623 and she will open gate"
23742908,1/22/2010,line prob
36213801,1/22/2010,line problem --pre and post errors freq--795
6772302,1/22/2010,"*next level* low levels off tap and low mer on 93,99,105MHz espn game plan"
24387401,1/23/2010,"Line Problem, Low Levels"
22908506,1/23/2010,Ped replace
50156802,1/23/2010,Line Problem
40721303,1/23/2010,Line problem. 2 port regal tap low levels
10449903,1/23/2010,line problem
9841315,1/23/2010,int slow speeds
41265302,1/23/2010,"Line Problem, S/N and High Transmit"
30380209,1/23/2010,Line Problem_wo#44264099_Low FDC level at tap
62314301,1/23/2010,LP
28127502,1/23/2010,Low mer on 99
51819109,1/23/2010,Line Problem
36452305,1/23/2010,packet loss
9659407,1/23/2010,Tap needs to be changed
17045602,1/23/2010,**AREA ISSUE POSSIBLY NOISE RELATED** SEE SYSTM LOG AND ATTACHMENT**
62137901,1/23/2010,"Wrong Tap, Low RF on ch 132, Non-service affecting"
36183302,1/23/2010,Line Problem- not getting the NBA package freq 783 for 3 days now. Replace drop
39396308,1/23/2010,Line Problem_Freq 789 Low SNR off tap
36235003,1/23/2010,Line Problem -digi black screen freq 789
54488002,1/23/2010,digi tiling
37173201,1/23/2010,line problem
43430202,1/23/2010,"line issue, CBS PRIORITY, upstream shot to entire node, packet loss to all customers,HD0000020501789"
56363801,1/23/2010,line problem
38059811,1/23/2010,line problem
54315101,1/23/2010,"line issue, CBS PRIORITY, whole node with upstream issue, packet loss to all customers , HD0000020501845"
50527303,1/23/2010,44274116
493517,1/23/2010,Intermit No Dial Tone
782406,1/23/2010,Intermit No Dial Tone
38954304,1/23/2010,LP - low levels on low band
16790212,1/24/2010,bad tap on install/cant complete install
16008515,1/24/2010,lock missing from lock box/unsecurable
16739303,1/24/2010,"line issue, CBS PRIORITY, inverted levels from tap, HD0000020501908"
45507913,1/24/2010,Plant Damage unsecurable ped
35909501,1/24/2010,Line problem - Transmit swinging 10+ dB
32306214,1/24/2010,line problem - levels low
18402007,1/24/2010,line problem noise
61394101,1/24/2010,"line issue, CBS PRIORITY, one of the upstream carriers is low. affecting MTAs and modems, HD0000020501715"
4268102,1/24/2010,line problem
59683801,1/24/2010,"line issue, Cbs, snowy pic, lines and popping on basic channels,all rooms, HD0000020502731"
19083702,1/24/2010,line problem
26707501,1/24/2010,[WO# 44275853 ] Unable to call Ghana 011 233 21 783 651
43525701,1/24/2010,MDM Intermittent Sync
18230914,1/24/2010,line problem
52719601,1/24/2010,"line issue, CBS PRIORITY, upstream shot, packet loss to all cust., turned over per Sup. Brad Austin,HD0000020502822"
17753204,1/25/2010,Return Noise with file
2229102,1/25/2010,Return Noise with file POPPED AN OUTAGE BUT CLEARED AT 8:00 AM
22426601,1/25/2010,Ped Issue -- locking mechanism is broken: ped will not lock closed
15008712,1/25/2010,beast box drilled out 6644 may ave apt# C no problem with levels not able to access box due to damage
29457401,1/25/2010,Line Problem wo(44276424)
28023901,1/25/2010,low levels off tap
12634515,1/25/2010,unsecureable mdu and broken port on tap
7648703,1/25/2010,line problem Dead Tap
50649704,1/25/2010,line problem
44783211,1/25/2010,Plant Damage tap in lockbox is wrong value its a 8-4 regal horeshoe design map calls for 14-4 tap please give to shawn harp fnt
19001503,1/25/2010,DAILY DRIVEOUT 01/25/10 WO 3226702
18782210,1/25/2010,DAILY DRIVEOUT 01/25/10 WO 3226703
18046603,1/25/2010,DAILY DRIVEOUT 01/25/10 WO 3226704
0,1/25/2010,AO01 DAILY DRIVEOUT 01/25/10 WO 3226705
0,1/25/2010,DAILY DRIVEOUT 01/25/10 WO 3226706
0,1/25/2010,rideout 01/15/10 wo#3226919
4231702,1/25/2010,line problem
0,1/25/2010,rideout 01/25/10 wo#3226920
18707801,1/25/2010,DAILY DRIVEOUT 01/25/10 WO 3226707
0,1/25/2010,AO01 DAILY DRIVEOUT 01/25/10 WO 3226708
52623402,1/25/2010,Line Problem
6934101,1/25/2010,Other - sig levls jumping at tap
10795501,1/25/2010,no sync
42414404,1/25/2010,-1
16210510,1/25/2010,bad port on tap
56969602,1/25/2010,Repeat Intermittent Digital Tiling - Priority
47762502,1/25/2010,"LINE PROBLEM, NO A/C FRIED TAP"
44835302,1/25/2010,Liine Problem Work Order: 44277794
21667203,1/25/2010,line problem
573207,1/25/2010,"Line Problem low MER and errors on Ch. 92, errors on CH 110, 76, 99."
46200413,1/26/2010,liner problem
52453502,1/26/2010,line problem
9303301,1/26/2010,Return Noise with file
60115701,1/26/2010,"Other - several customers intermitten packet loss and static on phones, noise in node AB01 see attachment."
59420501,1/26/2010,HD0000020506075
25866401,1/26/2010,5-Jan
54511504,1/26/2010,line problem
20285004,1/26/2010,line problem
18830517,1/26/2010,11v 2port 1 port is broke so customer i installed is off a 2 way in the ped tap needs replaced
19378008,1/26/2010,need to get tap swapped out....wrong port tap ....i have a 20 v 2 port....should be 20 v 4 port.......node Y09....7006 sears ter
6439901,1/26/2010,line issue
8865502,1/26/2010,**priority** intermit dial tone. mta. possible levels issue. remedy #HD0000020506238
56853701,1/26/2010,CBS Priority Packet Loss
46090604,1/26/2010,data level low
62222601,1/26/2010,Line Problem LOW SIG TO NOISE AT TAP MODEM NO SYC
41461503,1/26/2010,ped got ran-over and has a broken port
16867902,1/26/2010,"noise issue, CBS PRIORITY, packet loss to entire node, turned over per Sup. Brad Austin, HD0000020506754, see attachment"
38371006,1/26/2010,low levels off the tap
19416905,1/26/2010,DAILY DRIVEOUT 01/26/10 WO 3229611
19286701,1/26/2010,DAILY DRIVEOUT 01/26/10 WO 3229612
0,1/26/2010,rideout 01/26/10 wo#3229653
11889703,1/26/2010,rideout 01/26/10 wo#3229654
0,1/26/2010,DAILY DRIVEOUT 01/26/10 WO 3229613
28213804,1/26/2010,"line issue, CBS PRIORITY, inverted levels from tap, data and mta issues,HD0000020507043"
0,1/26/2010,DAILY DRIVEOUT 01/26/10 WO 3229614
16363901,1/26/2010,Line Problem - Reverse Tilt
40903203,1/26/2010,Line Problem wo(44285001)
24857806,1/26/2010,line problem wo# 44280693
14218007,1/26/2010,line problem [44285130]
56798901,1/26/2010,spoke with customer and will continue with trouble call in the morning
12635307,1/26/2010,Water Damaged Tap LOW AC NIU in Alarm 4073 NW 60th OSWO
55183603,1/26/2010,line problem wo# 44281818
46686204,1/26/2010,work order[44282315]..LP lots of pre and post errors.modem and phone in and out
44301704,1/26/2010,line problem: low signal at tap
51119401,1/26/2010,line problem--intermittent data packet loss
32237310,1/26/2010,Line Problem - pre and post on channel 99
41225804,1/26/2010,Line problem
55408601,1/27/2010,OKC PD Reports pole down at 23rd and MLK Ave. Please investigate.
4268102,1/27/2010,Line Problem
45128401,1/27/2010,Line Problem
50649704,1/27/2010,line problem
47801403,1/27/2010,lp....low levels at tap....
14150004,1/27/2010,Line Problem
59459301,1/27/2010,CBS Priority
12827603,1/27/2010,rideout 01/27/10 wo#3232008
1012908,1/27/2010,DAILY DRIVEOUT 01/27/10 WO 3231964
17734107,1/27/2010,line problem -
18871604,1/27/2010,DAILY DRIVEOUT 01/27/10 WO 3231965 ( 225 NW 18TH ST )
814402,1/27/2010,DAILY DRIVEOUT 01/27/10 WO 3231966
5312703,1/27/2010,DAILY DRIVEOUT 01/27/10 WO 3231967
34282004,1/27/2010,line problem
0,1/27/2010,3231968
45456408,1/27/2010,Reverse tilt
18560105,1/27/2010,"Broke off of call at 4:50PM to help Tim Oneal dig cable. Line Problem - check signal levels and transmit, channel 3 could be low"
8102702,1/27/2010,"Other - packet loss, nosie in node AR04"
4382002,1/27/2010,LP
7635402,1/27/2010,line problem
5744104,1/27/2010,LINE PROBLEM- TAP WILL NOT PASS CABLE MODEM TEST.
13015820,1/27/2010,Line Problem - Install
32393002,1/27/2010,Line Problem
58526401,1/27/2010,Line Problem: Main line cut by back hoe. DEAD AT TAP
61862701,1/27/2010,**cable replacement**CBS Priority Modem No Sync Overdrive
34789603,1/27/2010,Line Problem
23849109,1/27/2010,DAMAGE TO BEAST BOX OUTSIDE BUILDING 5 - COULD NOT OPEN DUE TO SOMEONE DRILLED OUT
60779301,1/28/2010,**cable replacement**intermint packet loss. customers phone intermint have static and are unable to hear people on other end.
